0	SE	08-JUN-24
1	A14	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A15	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A17	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A1E	DE0	GERMANY	RSN	Roadside Assistance Plus	Euro	8.78	105.42	Day	AutoConfirm	
1	A1E	DE0	GERMANY	ADR	Additional Driver 	Euro	13.8	87.84	Day	AutoConfirm	
1	A1E	DE0	GERMANY	CSS	Child Seat	Euro	16.31	86.59	Day	AutoConfirm	
1	A1E	DE0	GERMANY	TPR	Budget Travel Partner	Euro	9	0	Day	AutoConfirm	
1	A1E	DE0	GERMANY	CBD	Cross Border Daily 	Euro	9.41	62.74	Day	AutoConfirm	
1	A1E	DE0	GERMANY	STR	Snow Tyres	Euro	18.68	186.76	Day	AutoConfirm	
1	A1E	DE0	GERMANY	DIS	Diesel Engine Option	Euro	8.78	112.95	Day	AutoConfirm	
1	A1E	DE0	GERMANY	NAV	GPS	Euro	13.8	186.99	Day	AutoConfirm	
1	A1E	DE0	GERMANY	CBS	Child Booster Seat	Euro	16.31	86.59	Day	AutoConfirm	
1	A1E	DE0	GERMANY	TCT	Travel Companion Tablet	Euro	16.8	247.76	Day	AutoConfirm	
1	A1G	DE0	GERMANY	CBS	Child Booster Seat	Euro	16.31	86.59	Day	AutoConfirm	
1	A1G	DE0	GERMANY	NAV	GPS	Euro	13.8	186.99	Day	AutoConfirm	
1	A1G	DE0	GERMANY	TCT	Travel Companion Tablet	Euro	16.8	247.76	Day	AutoConfirm	
1	A1G	DE0	GERMANY	RSN	Roadside Assistance Plus	Euro	8.78	105.42	Day	AutoConfirm	
1	A1G	DE0	GERMANY	ADR	Additional Driver 	Euro	13.8	87.84	Day	AutoConfirm	
1	A1G	DE0	GERMANY	STR	Snow Tyres	Euro	18.68	186.76	Day	AutoConfirm	
1	A1G	DE0	GERMANY	CBD	Cross Border Daily 	Euro	9.41	62.74	Day	AutoConfirm	
1	A1G	DE0	GERMANY	CSS	Child Seat	Euro	16.31	86.59	Day	AutoConfirm	
1	A1G	DE0	GERMANY	TPR	Budget Travel Partner	Euro	9	0	Day	AutoConfirm	
1	A1G	DE0	GERMANY	DIS	Diesel Engine Option	Euro	8.78	112.95	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	ADR	Additional Driver 	Euro	12.98	155.76	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	CSS	Child Seat	Euro	14.98	104.86	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	CBS	Child Booster Seat	Euro	10	70	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	CSS	Baby seat (under 1 year)	Euro	10	70	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	EVP	Electric Pass	Euro	5	0	Rental	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	RSN	Roadside Assistance Plus	Euro	6	180	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	CBD	Cross Border Daily 	Euro	7.99	31.96	Day	AutoConfirm	
1	A1I	FR0	FRANCE: FRANCE MAINLAND	TPR	Budget Travel Partner	Euro	9	270	Day	AutoConfirm	
1	A1R	SA0	SAUDI ARABIA	ADR	Additional Driver 	Saudi Riyal	57.5	0	Rental	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	ADR	Additional Driver 	Euro	12.98	155.76	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	EVP	Electric Pass	Euro	5	0	Rental	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	CBD	Cross Border Daily 	Euro	7.99	31.96	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	TPR	Budget Travel Partner	Euro	9	270	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	CSS	Baby seat (under 1 year)	Euro	10	70	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	RSN	Roadside Assistance Plus	Euro	6	180	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	CBS	Child Booster Seat	Euro	10	70	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	CSS	Child Seat	Euro	14.98	104.86	Day	AutoConfirm	
1	A1Y	FR0	FRANCE: FRANCE MAINLAND	PAC	Mobile Phone Adapter	Euro	10	0	Rental	AutoConfirm	
1	A20	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A20	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A20	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A20	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A20	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A20	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A20	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A22	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A23	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A26	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A2D	DK0	DENMARK	RSN	Roadside Assistance Plus	Danish Krone	25	250	Day	AutoConfirm	
1	A2D	DK0	DENMARK	WFI	Mobile Wi-Fi	Danish Krone	80	800	Day	AutoConfirm	
1	A2D	DK0	DENMARK	NAV	GPS	Danish Krone	60	600	Day	AutoConfirm	
1	A2D	DK0	DENMARK	CSS	Baby seat (under 1 year)	Danish Krone	195	0	Rental	AutoConfirm	
1	A2D	DK0	DENMARK	ADR	Additional Driver 	Danish Krone	60	600	Day	AutoConfirm	
1	A2D	DK0	DENMARK	TCT	Travel Companion Tablet	Danish Krone	100	1000	Day	AutoConfirm	
1	A2D	DK0	DENMARK	STR	Snow Tyres	Danish Krone	75	750	Day	AutoConfirm	
1	A2D	DK0	DENMARK	ATP	Oresund bridge toll fee return	Danish Krone	950	950	Rental	AutoConfirm	
1	A2D	DK0	DENMARK	CSS	Child Seat	Danish Krone	195	0	Rental	AutoConfirm	
1	A2D	DK0	DENMARK	CBS	Child Booster Seat	Danish Krone	125	0	Rental	AutoConfirm	
1	A2P	NL0	NETHERLANDS	CBS	Child Booster Seat	Euro	5	50	Day	AutoConfirm	
1	A2P	NL0	NETHERLANDS	CSS	Child Seat	Euro	5	50	Day	AutoConfirm	
1	A2P	NL0	NETHERLANDS	ADR	Additional Driver 	Euro	9	102	Day	AutoConfirm	
1	A2P	NL0	NETHERLANDS	NAV	GPS	Euro	12	120	Day	AutoConfirm	
1	A2S	US0	United States	NAV	GPS	US Dollar	16.99	0	Day	AutoConfirm	
1	A2S	US0	United States	ADR	Additional Driver 	US Dollar	13	65	Day	AutoConfirm	
1	A2S	US0	United States	CSS	Baby seat (under 1 year)	US Dollar	13	65	Day	AutoConfirm	
1	A2S	US0	United States	CBS	Child Booster Seat	US Dollar	13	65	Day	AutoConfirm	
1	A2S	US0	United States	CSS	Child Seat	US Dollar	13	65	Day	AutoConfirm	
1	A2T	US0	United States	NAV	GPS	US Dollar	16.99	0	Day	AutoConfirm	
1	A2T	US0	United States	ADR	Additional Driver 	US Dollar	13	65	Day	AutoConfirm	
1	A2T	US0	United States	CSS	Child Seat	US Dollar	13	65	Day	AutoConfirm	
1	A2T	US0	United States	CBS	Child Booster Seat	US Dollar	13	65	Day	AutoConfirm	
1	A2T	US0	United States	CSS	Baby seat (under 1 year)	US Dollar	13	65	Day	AutoConfirm	
1	A2V	US0	United States	NAV	GPS	US Dollar	16.99	0	Day	AutoConfirm	
1	A2V	US0	United States	CSS	Child Seat	US Dollar	13	65	Day	AutoConfirm	
1	A2V	US0	United States	CSS	Baby seat (under 1 year)	US Dollar	13	65	Day	AutoConfirm	
1	A2V	US0	United States	ADR	Additional Driver 	US Dollar	13	65	Day	AutoConfirm	
1	A2V	US0	United States	CBS	Child Booster Seat	US Dollar	13	65	Day	AutoConfirm	
1	A30	TR0	TURKEY	CBS	Child Booster Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A30	TR0	TURKEY	CSS	Child Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A30	TR0	TURKEY	CIS	Infant Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A30	TR0	TURKEY	STR	Snow Tyres	New Turkish Lira	420	6300	Day	AutoConfirm	
1	A30	TR0	TURKEY	ADR	Additional Driver 	New Turkish Lira	75	1120	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A31	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A33	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A34	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A37	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A38	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A3I	IL0	ISRAEL	ADR	Additional Driver 	US Dollar	5.5	0	Day	AutoConfirm	
1	A3I	IL0	ISRAEL	ADR	Additional Driver 	US Dollar	3	0	Day	AutoConfirm	
1	A3V	US0	United States	CSS	Child Seat	US Dollar	13	65	Day	AutoConfirm	
1	A3V	US0	United States	ADR	Additional Driver 	US Dollar	13	65	Day	AutoConfirm	
1	A3V	US0	United States	CBS	Child Booster Seat	US Dollar	13	65	Day	AutoConfirm	
1	A3V	US0	United States	CSS	Baby seat (under 1 year)	US Dollar	13	65	Day	AutoConfirm	
1	A3V	US0	United States	NAV	GPS	US Dollar	16.99	0	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	CSS	Child (1-4 years) seat(s).	Australian Dollar	6	70	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	NAV	GPS Satellite Navigation System	Australian Dollar	9.95	55.95	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	CBS	Child Booster Seat	Australian Dollar	5	50	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	CBS	Child (5-12 years) booster seat(s)	Australian Dollar	5	50	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	CSS	Infant Seat.	Australian Dollar	6	70	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	ADR	Additional Driver 	Australian Dollar	8	87	Day	AutoConfirm	
1	A41	AU0	AUSTRALIA	CSS	Baby seat (under 1 year)	Australian Dollar	6	70	Day	AutoConfirm	
1	A4D	US0	United States	CSS	Baby seat (under 1 year)	US Dollar	13	65	Day	AutoConfirm	
1	A4D	US0	United States	CBS	Child Booster Seat	US Dollar	13	65	Day	AutoConfirm	
1	A4D	US0	United States	ADR	Additional Driver 	US Dollar	13	65	Day	AutoConfirm	
1	A4D	US0	United States	CSS	Child Seat	US Dollar	13	65	Day	AutoConfirm	
1	A4D	US0	United States	NAV	GPS	US Dollar	16.99	0	Day	AutoConfirm	
1	A4S	TR0	TURKEY	CSS	Child Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A4S	TR0	TURKEY	WFI	Mobile Wi-Fi	New Turkish Lira	66.08	991.2	Day	AutoConfirm	
1	A4S	TR0	TURKEY	CBS	Child Booster Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A4S	TR0	TURKEY	NAV	GPS Satellite Navigation System	New Turkish Lira	36.58	256.06	Day	AutoConfirm	
1	A4S	TR0	TURKEY	ADR	Additional Driver 	New Turkish Lira	75	1120	Day	AutoConfirm	
1	A4S	TR0	TURKEY	CIS	Infant Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A4S	TR0	TURKEY	STR	Snow Tyres	New Turkish Lira	420	6300	Day	AutoConfirm	
1	A4T	US0	United States	CSS	Child Seat	US Dollar	13	65	Day	AutoConfirm	
1	A4T	US0	United States	NAV	GPS	US Dollar	16.99	0	Day	AutoConfirm	
1	A4T	US0	United States	ADR	Additional Driver 	US Dollar	13	65	Day	AutoConfirm	
1	A4T	US0	United States	CBS	Child Booster Seat	US Dollar	13	65	Day	AutoConfirm	
1	A4T	US0	United States	CSS	Baby seat (under 1 year)	US Dollar	13	65	Day	AutoConfirm	
1	A56	TR0	TURKEY	ADR	Additional Driver 	New Turkish Lira	75	1120	Day	AutoConfirm	
1	A56	TR0	TURKEY	STR	Snow Tyres	New Turkish Lira	420	6300	Day	AutoConfirm	
1	A56	TR0	TURKEY	CBS	Child Booster Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A56	TR0	TURKEY	CSS	Child Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A56	TR0	TURKEY	CIS	Infant Seat	New Turkish Lira	142	2123	Day	AutoConfirm	
1	A59	ES0	SPAIN: SPAIN MAINLAND	CBD	Cross Border Daily 	Euro	19.99	19.99	Day	AutoConfirm	
1	A59	ES0	SPAIN: SPAIN MAINLAND	CIS	Infant Seat	Euro	13.8	96.52	Day	AutoConfirm	
1	A59	ES0	SPAIN: SPAIN MAINLAND	TPR	Budget Travel Partner	Euro	12.54	62.68	Day	AutoConfirm	
1	A59	ES0	SPAIN: SPAIN MAINLAND	ADR	Additional Driver 	Euro	12.91	90.37	Day	AutoConfirm	
1	A59	ES0	SPAIN: SPAIN MAINLAND	TCT	Travel Companion Tablet	Euro	17.24	241.34	Day	AutoConfirm	
